study_stage_mc,study_degree_yesno,study_degree,study_degree_year,study_degree_field,study_degree_field_open,study_stage_open,field_of_study_mc,field_of_study_open,semester,age,sex,uni_current,uni_bachelor,emp_experience,exp_specific,prereg_where,specific_qrps_teaching,rc_teaching,rc_teaching_specific,interest,importance,felt_information,software1,nosi,nosi_events_mc,data_ok,comments,orp01,orp02,qrp01,qrp02,qrp03,qrp04,qrp05,qrp06,qrp07,qrp08,qrp09,length,nosi_at_uni,n_projects_total,n_emp.intern,n_project,n_thesis.bsc,n_thesis.msc,n_other,id
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,23,no answer,Universität zu Köln,NA,Yes,1,"2, 3","3, 6, 8, 11",Did hear of RC,"4, 11, 14",3,3,3,SPSS,No,No,1,"- m. E. geht es nicht nur darum, die aktuelle Forschungspraxis zu ""verbessern"", sondern grundlegend zu hinterfragen, z.B. dass kritischer Rationalismus einfach VORAUSGESETZT wird, ohne diesen zu hinterfragen.
Es fehlt absolut an exmanetnert Kritik!",5,1,6,6,6,1,1,6,6,6,6,450s (~7.5 minutes),Yes,1,1,0,0,0,0,71
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,2,24,female,Julius-Maximilians-Universität Würzburg,Julius-Maximilians-Universität Würzburg,Yes,"1, 2, 3",6,"1, 3, 4, 5, 6, 8, 9",Did hear of RC,11,3,5,4,"SPSS,R,Excel",No,Yes,1,NA,6,6,6,6,6,6,6,6,6,6,6,444s (~7.4 minutes),No,3,1,1,1,0,0,72
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Justus-Liebig-Universität Gießen,NA,Yes,"1, 3",6,"1, 2, 4, 5, 7, 8, 9",Did hear of RC,14,5,5,2,"SPSS,Excel",No,Yes,1,"Ich habe von einem Workshop zum Thema Open Science gehört, dieser wurde allerdings nicht sehr gut beworben.",6,6,6,6,6,6,6,6,6,6,6,2192s (~36.53 minutes),No,2,1,0,1,0,0,73
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,6,24,female,Universität Regensburg,Universität Regensburg,Yes,"1, 3, 4",6,"1, 3, 4, 7, 8",Did hear of RC,12,2,3,1,SPSS,No,No,1,NA,6,6,6,6,6,6,6,"3, 4",6,4,6,268s (~4.47 minutes),No,3,1,0,1,1,0,74
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,28,female,Universität Regensburg,Universität Regensburg,Yes,"1, 3",6,"2, 4, 6, 7, 8",Did hear of RC,12,3,4,2,"SPSS,Excel",No,No,1,NA,3,6,6,6,6,6,6,6,6,6,6,342s (~5.7 minutes),No,2,1,0,1,0,0,75
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,female,Universität Regensburg,Universität Regensburg,Yes,"1, 3, 4",6,"1, 2, 4, 6, 7, 8, 9",Did hear of RC,1,5,5,3,SPSS,No,No,1,NA,6,6,6,6,6,6,6,"1, 3",6,6,6,261s (~4.35 minutes),No,3,1,0,1,1,0,76
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Universität Regensburg,Universität Regensburg,Yes,"1, 3",2,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",Did hear of RC,"4, 5, 11, 12",4,5,4,SPSS,Yes,No,1,NA,6,1,6,6,6,6,6,6,6,6,6,410s (~6.83 minutes),No,2,1,0,1,0,0,77
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,24,female,Universität zu Köln,Universität zu Köln,Yes,"1, 2, 3, 4","2, 3","1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"2, 6, 9, 11, 14, 15",5,5,5,"SPSS,R",No,Yes,1,"Ich habe fast ein wenig Sorge, dass meine Antworten unter dem Stichwort ""(soziale) Erwünschtheit"" abgetan werden, deshalb finde ich es wichtig, nochmal zu betonen, dass ich es wirklich gut fand, dass sich an der Uni Köln intensiv mit der Krise der Psychologie befasst wurde - ich hatte im Master (fo) ein ganzes Seminar nur zu diesem Thema (und allen Facetten, publication bias, questionnable research practices, pre-registration, Bayes Statistik etc.) und in fast allen Vorlesungen kam es mindestens (!) einmal zur Sprache.","1, 2, 3, 4","2, 3, 4, 5",6,6,6,6,6,6,6,6,6,434s (~7.23 minutes),Yes,4,1,1,1,1,0,78
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Universität Regensburg,NA,Yes,"1, 3",6,"1, 2, 4, 5, 6, 7, 8",Did hear of RC,11,3,5,4,SPSS,Yes,Not Sure,1,NA,6,6,6,"1, 3",6,6,"1, 3",6,6,6,6,607s (~10.12 minutes),No,2,1,0,1,0,0,79
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,male,Universität Regensburg,NA,Yes,1,5,"2, 3, 5, 8, 9",Did hear of RC,"1, 11, 12",3,5,4,SPSS,No,Yes,1,NA,1,1,1,6,6,6,6,1,6,6,6,420s (~7 minutes),No,1,1,0,0,0,0,80
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,Universität Regensburg,Universität Regensburg,Yes,"1, 3","1, 2","2, 3, 4, 5, 6, 7, 8",Did hear of RC,"4, 5, 12",3,4,4,"SPSS,Excel",No,Not Sure,1,NA,6,1,1,"1, 3",1,1,"1, 3","1, 3",1,1,6,535s (~8.92 minutes),No,2,1,0,1,0,0,81
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,female,NA,Universität Regensburg,Yes,"1, 3, 4",2,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,11,4,3,4,SPSS,No,No,1,NA,1,6,1,1,6,6,"1, 3",1,6,6,6,244s (~4.07 minutes),No,3,1,0,1,1,0,82
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,female,Universität Regensburg,Universität Regensburg,Yes,"1, 2, 3, 4","1, 2","1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"5, 9, 11",4,5,4,"SPSS,Excel",Not Sure,No,1,NA,6,2,6,"2, 3",6,6,6,6,6,6,6,444s (~7.4 minutes),No,4,1,1,1,1,0,83
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Universität Regensburg,NA,Yes,"1, 2",1,"2, 6, 7",Did hear of RC,"1, 2, 4, 11",4,5,3,"SPSS,Excel",No,No,1,NA,6,1,1,1,6,6,6,6,1,6,6,833s (~13.88 minutes),No,2,1,1,0,0,0,84
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Universität Regensburg,Universität Regensburg,Yes,"1, 2, 3",2,"1, 2, 3, 4, 5, 7, 8, 9",Did hear of RC,"4, 11",4,5,3,"SPSS,Excel",No,No,1,NA,6,2,3,6,6,3,"1, 3",3,1,6,6,11251s (~3.13 hours),No,3,1,1,1,0,0,85
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,25,male,Universität Regensburg,Universität Regensburg,Yes,"1, 2, 3, 4, 5","1, 3","1, 3, 4, 5, 7, 9",Did hear of RC,"11, 12",4,5,2,"R,SPSS",Not Sure,No,1,NA,"4, 5","4, 5",6,6,6,6,6,6,6,6,6,477s (~7.95 minutes),No,5,1,1,1,1,1,86
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,female,Universität Regensburg,NA,Yes,"1, 2, 3","1, 2","1, 2, 3, 4, 9",Did hear of RC,"3, 11, 15",4,5,4,"SPSS,R,Excel",Yes,Yes,1,NA,"1, 2",1,"2, 5",6,6,6,6,"1, 2, 3, 5",6,6,6,405s (~6.75 minutes),No,3,1,1,1,0,0,87
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,26,male,Universität Regensburg,NA,Yes,1,1,11,Did not hear of RC,NA,4,5,1,SPSS,No,No,1,NA,6,1,1,6,6,6,6,6,6,6,6,377s (~6.28 minutes),No,1,1,0,0,0,0,88
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,25,female,Universität Regensburg,Universität Regensburg,Yes,"1, 2, 3, 5","1, 3","1, 2, 3, 4, 5, 6, 7, 8",Did hear of RC,"11, 12",4,5,4,SPSS,Yes,No,1,NA,1,1,6,6,6,6,6,6,6,6,6,533s (~8.88 minutes),No,4,1,1,1,0,1,89
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,23,female,Universität Regensburg,NA,Yes,"1, 3",6,"1, 6, 7",Did not hear of RC,NA,3,5,2,"SPSS,Excel",No,No,1,NA,6,6,1,1,1,6,6,1,6,6,6,408s (~6.8 minutes),No,2,1,0,1,0,0,90
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,male,Universität Regensburg,NA,Yes,"1, 5",6,"1, 2, 3, 4, 6, 7, 8",Did hear of RC,"1, 5, 11",5,5,3,SPSS,Yes,Yes,1,NA,5,6,1,6,6,6,6,6,1,1,6,366s (~6.1 minutes),No,2,1,0,0,0,1,91
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Universität Regensburg,Universität Regensburg,Yes,"1, 2, 3",6,"4, 5, 6, 7, 8",Did hear of RC,"1, 4, 5, 11, 15",4,5,3,"SPSS,R",No,Yes,1,NA,6,6,6,"1, 2, 3",6,6,6,6,6,6,6,295s (~4.92 minutes),No,3,1,1,1,0,0,92
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Universität Regensburg,NA,Yes,"1, 2, 3",6,11,Did hear of RC,11,3,4,3,"SPSS,R",Not Sure,No,1,NA,6,6,6,2,6,6,6,3,6,6,6,294s (~4.9 minutes),No,3,1,1,1,0,0,93
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,21,female,Universität Regensburg,NA,Yes,"1, 3",6,"3, 8, 9",Did hear of RC,4,3,4,2,SPSS,No,No,1,NA,6,6,"1, 3",6,3,6,6,1,6,3,6,10095s (~2.8 hours),No,2,1,0,1,0,0,94
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,male,Universität Regensburg,Universität Regensburg,Yes,"1, 3",6,"1, 2, 3, 4, 6, 8",Did hear of RC,12,5,5,3,SPSS,Yes,Yes,1,NA,"1, 3",6,6,6,6,6,6,6,6,6,6,290s (~4.83 minutes),No,2,1,0,1,0,0,95
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,25,female,Universität Regensburg,Universität Regensburg,Yes,"1, 3, 4",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,12,5,5,3,SPSS,Not Sure,No,1,"super, dass ihr das macht!",4,6,6,1,6,6,6,6,6,1,6,268s (~4.47 minutes),No,3,1,0,1,1,0,96
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,female,Universität Regensburg,NA,Yes,1,6,"1, 3, 8",Did hear of RC,12,5,5,1,SPSS,No,No,1,NA,6,6,6,6,6,6,6,1,1,6,6,446326s (~5.17 days),No,1,1,0,0,0,0,97
I don't study (any more),1,B.Sc.,2,Psychology,Psychologie,NA,NA,NA,NA,22,male,NA,NA,Yes,"1, 2, 3, 4, 5",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,11,4,5,3,SPSS,Yes,Yes,1,NA,"1, 2, 3",6,6,6,6,6,"1, 2, 3, 4",6,6,6,6,545s (~9.08 minutes),No,5,1,1,1,1,1,98
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Universität Koblenz-Landau,NA,Yes,1,"2, 5","1, 2, 3, 4, 5, 6, 7",Did hear of RC,11,3,5,4,R,Not Sure,Yes,1,NA,1,1,6,6,6,6,6,1,1,6,6,456s (~7.6 minutes),Yes,1,1,0,0,0,0,99
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Universität Regensburg,NA,Yes,1,"1, 6","1, 2, 4, 7, 8",Did hear of RC,"1, 2, 5, 11",3,4,3,SPSS,No,No,1,NA,6,1,6,6,6,6,1,6,6,6,6,683s (~11.38 minutes),No,1,1,0,0,0,0,100
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,NA,NA,Yes,1,6,"6, 7, 8",Did hear of RC,"2, 5, 11, 12, 14",5,5,2,SPSS,No,No,1,NA,6,6,6,6,6,1,6,6,6,6,6,228s (~3.8 minutes),No,1,1,0,0,0,0,101
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Universität Regensburg,NA,Yes,1,6,"1, 3, 4, 5, 6, 7, 8, 9",Did not hear of RC,NA,4,5,3,SPSS,Not Sure,No,1,NA,6,6,6,1,6,6,6,6,6,6,6,708s (~11.8 minutes),No,1,1,0,0,0,0,102
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,6,35,female,Universität Regensburg,NA,Yes,1,6,"1, 2, 4, 7, 8",Did hear of RC,"4, 12, 14",2,4,3,SPSS,No,No,1,NA,6,6,1,1,6,6,6,6,6,6,6,235s (~3.92 minutes),No,1,1,0,0,0,0,103
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,Westfälische Wilhelms-Universität Münster,NA,No,NA,NA,"2, 3, 4, 7, 8",Did hear of RC,6,2,5,3,R,Not Sure,Not Sure,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313s (~5.22 minutes),Yes,0,NA,NA,NA,NA,NA,104
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,NA,Universität Regensburg,Yes,"1, 3",2,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"11, 12",4,5,4,SPSS,No,No,1,Während meines Bachelors haben wir dieses Thema überhaupt nicht besprochen. Das ist schade und falsch. Erst im Master wurde das Thema aufgegriffen.,6,1,"1, 3","1, 3",6,6,"1, 3",1,1,1,6,7331s (~2.04 hours),No,2,1,0,1,0,0,105
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,28,female,Universität Regensburg,Universität Regensburg,Yes,"1, 2, 3, 5",6,"1, 2, 4, 5, 6, 7, 8, 9",Did hear of RC,"5, 12, 15",3,5,3,SPSS,Not Sure,No,1,NA,6,6,"1, 3",1,1,6,3,6,6,6,6,355s (~5.92 minutes),No,4,1,1,1,0,1,106
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Universität Regensburg,Universität Regensburg,Yes,"1, 3",6,"1, 3, 7, 8",Did hear of RC,4,4,5,3,SPSS,Yes,No,1,NA,6,6,6,6,6,6,6,6,6,6,6,288s (~4.8 minutes),No,2,1,0,1,0,0,107
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,female,Universität Regensburg,Universität Regensburg,Yes,"1, 2, 3, 4, 5",2,"1, 2, 3, 4, 5, 6, 8",Did hear of RC,"4, 5, 12",4,5,4,SPSS,No,No,1,NA,3,1,1,5,6,6,3,6,6,6,6,489s (~8.15 minutes),No,5,1,1,1,1,1,108
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,25,female,Universität Regensburg,Universität Regensburg,Yes,"1, 2, 3",6,"2, 3, 4, 7, 8, 9",Did hear of RC,"12, 15",3,5,2,"SPSS,JASP,R,Excel",Yes,Yes,1,NA,"1, 2, 3",6,"1, 2, 3",6,6,6,6,1,1,"1, 2",6,352s (~5.87 minutes),No,3,1,1,1,0,0,109
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,female,Universität Regensburg,Universität Regensburg,Yes,"1, 3",6,"1, 3, 4, 5, 7",I don't know,12,5,5,3,SPSS,No,No,1,NA,6,6,6,"1, 3",6,6,"1, 3",6,6,3,6,52681s (~14.63 hours),No,2,1,0,1,0,0,110
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,28,female,Universität Regensburg,Universität Regensburg,Yes,"1, 3, 4",6,"1, 3, 4, 5, 7, 8",Did hear of RC,11,5,5,2,SPSS,No,No,1,NA,6,6,6,"1, 3",6,6,6,6,6,6,6,583s (~9.72 minutes),No,3,1,0,1,1,0,111
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,22,female,Universität Regensburg,NA,Yes,"1, 3",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,4,5,5,2,SPSS,No,No,1,NA,6,6,6,1,6,6,6,6,6,6,6,530s (~8.83 minutes),No,2,1,0,1,0,0,112
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,6,22,female,Universität Regensburg,NA,Yes,"1, 3",6,11,Did not hear of RC,NA,2,4,1,SPSS,No,No,1,NA,6,6,"1, 3",6,6,"1, 3","1, 3",6,"1, 3",6,6,970s (~16.17 minutes),No,2,1,0,1,0,0,113
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,female,Universität Regensburg,NA,Yes,1,6,11,Did not hear of RC,NA,3,4,1,SPSS,No,No,1,NA,6,6,6,6,6,1,1,6,6,6,6,342s (~5.7 minutes),No,1,1,0,0,0,0,114
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,Westfälische Wilhelms-Universität Münster,NA,Yes,1,6,"1, 2, 3, 7, 8",Did hear of RC,"6, 7, 11, 14, 15",2,4,4,R,Yes,Yes,1,NA,1,6,6,6,6,6,6,1,6,6,6,183s (~3.05 minutes),Yes,1,1,0,0,0,0,115
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,25,female,Universität Regensburg,NA,Yes,1,6,"2, 3, 4, 5, 8",Did hear of RC,11,4,5,4,SPSS,Yes,No,1,NA,1,6,6,6,6,6,1,6,6,6,6,242s (~4.03 minutes),No,1,1,0,0,0,0,116
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Westfälische Wilhelms-Universität Münster,Universität Hildesheim,Yes,"1, 3, 5",6,5,Did hear of RC,11,4,5,4,R,No,Yes,1,NA,1,6,3,6,6,6,"1, 3",1,6,6,6,586s (~9.77 minutes),Yes,3,1,0,1,0,1,117
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,20,female,Universität Osnabrück,NA,No,NA,NA,10,Did not hear of RC,NA,5,5,2,SPSS,Yes,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731s (~12.18 minutes),No,0,NA,NA,NA,NA,NA,118
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,6,25,female,Julius-Maximilians-Universität Würzburg,Julius-Maximilians-Universität Würzburg,Yes,"1, 2, 3, 5",3,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,11,5,5,4,SPSS,No,No,1,NA,3,4,6,"1, 2, 3",6,6,3,6,6,6,6,500s (~8.33 minutes),No,4,1,1,1,0,1,119
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,female,Universität Regensburg,Universität Regensburg,Yes,"1, 2, 3, 5",6,"2, 3, 4, 6, 8",Did hear of RC,"2, 4, 11",5,4,4,SPSS,Yes,No,1,NA,2,6,6,6,6,6,6,6,6,6,6,452s (~7.53 minutes),No,4,1,1,1,0,1,120
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,23,male,Universität Regensburg,NA,Yes,"1, 2, 3, 5",1,"1, 3, 5, 6, 7, 8, 9",Did hear of RC,"1, 4, 9, 12",3,4,3,"SPSS,R",No,No,1,NA,6,"3, 5",6,6,6,6,6,6,6,6,6,509s (~8.48 minutes),No,4,1,1,1,0,1,121
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,male,NA,Universität Regensburg,Yes,"1, 2, 3",1,"2, 9",Did not hear of RC,NA,4,5,4,"SPSS,R",No,No,1,"Einige der angesprochenen Themen wären mir nie in den Sinn gekommen, z. B. Hypothesen und Testgruppen verschweigen.",6,1,6,"1, 3",6,6,3,6,6,6,6,657s (~10.95 minutes),No,3,1,1,1,0,0,122
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,Universität Regensburg,Universität Hamburg,Yes,"1, 2, 3",6,"1, 2, 3, 4, 5, 6, 7, 8, 11",Did hear of RC,"4, 5, 6, 9, 11",3,5,4,"SPSS,Excel",No,Not Sure,1,NA,3,6,2,"1, 2, 3",6,6,6,2,6,6,6,292s (~4.87 minutes),No,3,1,1,1,0,0,123
I don't study (any more),1,M.Sc.,1,Psychology,Psychologie,NA,NA,NA,NA,24,female,NA,NA,Yes,"1, 2, 3, 4",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,15,3,5,4,"SPSS,R",Yes,Yes,1,NA,6,6,"1, 3","1, 2, 3",6,6,"1, 4",6,6,6,6,416s (~6.93 minutes),No,4,1,1,1,1,0,124
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,19,male,Universität Regensburg,NA,No,NA,NA,"2, 5, 7, 8",Did not hear of RC,NA,4,5,3,SPSS,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205s (~3.42 minutes),No,0,NA,NA,NA,NA,NA,125
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,19,female,Universität Regensburg,NA,Yes,1,6,11,Did not hear of RC,NA,3,4,2,SPSS,Not Sure,No,1,NA,6,6,1,1,6,6,1,6,1,6,6,401s (~6.68 minutes),No,1,1,0,0,0,0,126
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,19,male,Justus-Liebig-Universität Gießen,NA,Yes,1,6,"1, 3, 8, 9",Did not hear of RC,NA,5,5,4,"SPSS,R,Excel",Yes,Yes,1,NA,6,6,1,1,6,1,6,1,1,6,1,311s (~5.18 minutes),No,1,1,0,0,0,0,127
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,male,Justus-Liebig-Universität Gießen,NA,Yes,"1, 2",6,"1, 2, 5, 8",Did hear of RC,14,2,2,1,SPSS,No,No,1,NA,6,6,6,6,6,6,6,6,6,6,6,649s (~10.82 minutes),No,2,1,1,0,0,0,128
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,Justus-Liebig-Universität Gießen,NA,Yes,1,6,"3, 8, 9",Did hear of RC,14,5,5,2,SPSS,No,No,1,NA,6,6,6,2,6,6,6,6,6,6,6,460s (~7.67 minutes),No,1,1,0,0,0,0,129
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,Justus-Liebig-Universität Gießen,NA,Yes,1,6,4,Did hear of RC,"4, 11, 12",3,4,3,SPSS,No,No,1,NA,6,6,6,"1, 2",6,"1, 2",6,6,6,6,6,1143s (~19.05 minutes),No,1,1,0,0,0,0,130
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,20,male,Universität Regensburg,NA,Yes,"1, 5",1,"1, 2, 3, 5",Did hear of RC,"2, 11",3,5,2,SPSS,Yes,Yes,1,NA,6,1,1,1,6,1,6,6,6,6,6,493s (~8.22 minutes),No,2,1,0,0,0,1,131
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,26,male,Georg-August-Universität Göttingen,NA,Yes,"1, 4",3,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,15,5,5,5,R,Yes,Yes,1,NA,4,4,6,1,6,6,1,1,6,6,6,231s (~3.85 minutes),Yes,2,1,0,0,1,0,132
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,26,male,Justus-Liebig-Universität Gießen,NA,Yes,"1, 2",6,"3, 4, 6, 7, 9",Did hear of RC,14,4,5,3,"SPSS,Excel",Yes,No,1,NA,6,6,6,2,6,6,6,6,6,6,6,621s (~10.35 minutes),No,2,1,1,0,0,0,133
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,NA,Albert-Ludwigs-Universität Freiburg,Yes,"1, 3",6,"2, 3, 6",Did hear of RC,11,4,5,4,"SPSS,R",No,No,1,NA,6,6,6,6,6,6,1,6,1,6,6,365s (~6.08 minutes),No,2,1,0,1,0,0,134
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,25,male,Otto-Friedrich-Universität Bamberg,Universität Osnabrück,Yes,"1, 3, 4",6,"1, 3, 4, 5, 6, 7, 8",I don't know,11,3,5,4,"SPSS,R,MPlus",No,No,1,NA,6,6,6,"1, 3, 4",6,6,6,6,6,6,6,415s (~6.92 minutes),No,3,1,0,1,1,0,135
I don't study (any more),1,B.Sc.,1,Psychology,B.Sc. Psychologie,NA,NA,NA,NA,23,female,NA,NA,Yes,"1, 3",6,"3, 4, 5, 7, 8",Did not hear of RC,NA,5,5,2,"SPSS,SAS",No,No,1,NA,6,6,"1, 3",6,6,1,6,2,6,6,6,273s (~4.55 minutes),No,2,1,0,1,0,0,136
I don't study (any more),1,M.Sc.,2,Psychology,/ / /,NA,NA,NA,NA,27,male,NA,NA,Yes,"1, 3, 4",6,"1, 2, 3, 4, 5, 6, 7, 8",Did hear of RC,11,5,5,2,SPSS,No,No,1,Letzte Universität: Universität Kassel,6,6,3,3,6,3,"3, 4",6,6,6,6,584s (~9.73 minutes),No,3,1,0,1,1,0,137
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,Universität Hildesheim,NA,No,NA,NA,"2, 6, 8, 9",Did not hear of RC,NA,5,4,3,SPSS,No,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225s (~3.75 minutes),No,0,NA,NA,NA,NA,NA,138
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,23,female,Universität Hildesheim,NA,Yes,"1, 3, 5",6,"1, 2, 3, 4, 5, 8",Did not hear of RC,NA,5,5,2,SPSS,No,Yes,1,NA,1,6,1,6,6,"3, 5","3, 5","1, 3, 5",6,6,6,274s (~4.57 minutes),No,3,1,0,1,0,1,139
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,27,female,Otto-Friedrich-Universität Bamberg,NA,Yes,"1, 3, 4",6,"1, 2, 5, 6",Did hear of RC,11,4,5,5,"R,SPSS",Yes,Not Sure,1,NA,"1, 3",6,6,4,6,6,6,6,6,6,6,342s (~5.7 minutes),No,3,1,0,1,1,0,140
I don't study (any more),1,M.A.,1,Other,Medien- und Bildungsmanagement,NA,NA,NA,NA,26,female,NA,NA,Yes,"2, 5",6,11,Did hear of RC,15,5,5,3,SPSS,No,Yes,1,NA,6,6,2,2,6,6,6,6,6,6,6,252s (~4.2 minutes),No,2,0,1,0,0,1,141
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,NA,NA,No,NA,NA,"1, 3, 4, 5, 8",Did hear of RC,"5, 6, 11",5,5,4,SPSS,Yes,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446s (~7.43 minutes),No,0,NA,NA,NA,NA,NA,142
I don't study (any more),1,M.Sc.,1,Psychology,NA,NA,NA,NA,NA,26,female,NA,NA,Yes,"1, 2, 4",6,"1, 3, 5, 8",Did hear of RC,11,4,5,2,SPSS,No,No,1,"B.Sc. Uni Osnabrück
M.Sc. Uni Kassel",4,6,6,"1, 2, 3",6,6,6,6,6,6,6,924s (~15.4 minutes),No,3,1,1,0,1,0,143
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,2,23,female,Julius-Maximilians-Universität Würzburg,Julius-Maximilians-Universität Würzburg,Yes,"1, 2, 3",6,"1, 2, 3, 4, 6, 7, 8, 9",Did hear of RC,"11, 14",4,5,3,SPSS,Yes,Yes,1,NA,6,6,1,"1, 3",6,6,6,6,1,6,6,376391s (~4.36 days),No,3,1,1,1,0,0,144
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,22,female,Westfälische Wilhelms-Universität Münster,NA,Yes,"1, 2, 3",6,"1, 2, 6, 7, 8",Did hear of RC,"4, 11",4,5,3,R,Yes,No,1,NA,3,6,6,"1, 2","1, 2",6,6,6,6,6,6,20183s (~5.61 hours),Yes,3,1,1,1,0,0,145
