session,created,modified,ended,expired,check,study_stage_mc,study_degree_yesno,study_degree,study_degree_year,study_degree_field,study_degree_field_open,study_stage_open,field_of_study_mc,field_of_study_open,semester,age,sex,uni_current,uni_bachelor,emp_experience,exp_specific,prereg_where,specific_qrps_teaching,rc_teaching,rc_teaching_specific,interest,importance,felt_information,software1,nosi,nosi_events_mc,data_ok,comments,id,illog_answ_subj,orp01,orp02,qrp01,qrp02,qrp03,qrp04,qrp05,qrp06,qrp07,qrp08,qrp09,nosi_at_uni,n_projects,n_emp.intern,n_project,n_thesis.bsc,n_thesis.msc,n_other
Oqzn7AKJVdWjdVSXdXwgX-JBoLLsLrnAeuLtFKON4Il-AzjX-3oQLPXhvbbC8sMg,2018-11-24T09:46:03Z,2018-11-24T10:00:46Z,2018-11-24T10:00:46Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,24,female,Universität zu Köln,NA,Yes,1,2,"1, 2, 3, 4, 5, 6, 7, 8, 11",yes,11,4,5,3,SPSS,Yes,Not Sure,1,NA,47,FALSE,1,1,1,6,6,6,6,6,6,6,6,Yes,1,1,0,0,0,0
IIUXXRykhF0p5GkpxCNcUIyNThs_Fe81r0BLF5v1cgY0SfLeZbzKDResiKTqj4MP,2018-11-24T11:38:03Z,2018-11-24T11:44:53Z,2018-11-24T11:44:53Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Universität zu Köln,NA,Yes,"1, 2",3,"1, 3, 4, 5, 6, 7, 8",yes,"11, 14",3,5,4,SPSS,Yes,No,1,NA,48,FALSE,1,1,6,2,6,6,6,6,6,6,6,Yes,2,1,1,0,0,0
M7r0xjGzpGpv32UdepXjqVtAdqWZP1AC8SB076ot1igRJQ0Z4fOT8POlmospoGDP,2018-11-24T13:38:03Z,2018-11-24T14:38:09Z,2018-11-24T14:38:09Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,24,male,Julius-Maximilians-Universität Würzburg,Julius-Maximilians-Universität Würzburg,Yes,"1, 3",1,"1, 2, 4, 5, 6, 8",yes,11,4,5,4,SPSS,Yes,Yes,1,NA,49,FALSE,"1, 3",3,6,6,6,6,1,1,6,6,6,No,2,1,0,1,0,0
jImw7oLDCM5RJaqMCOwmBsHh0iU1EjZXXHq1S-Fjp0LyU1gnrenBENEvT8nnahdw,2018-11-24T14:09:38Z,2018-11-25T13:45:38Z,2018-11-25T13:45:38Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,26,male,Universität zu Köln,NA,Yes,"1, 5",3,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"11, 14",2,4,2,SPSS,Not Sure,Not Sure,1,NA,50,FALSE,1,1,6,5,6,6,1,6,1,6,6,Yes,2,1,0,0,0,1
_0mYJp9iPzIB95WGhnnYPsUUf9PBfH5Vl0kl8QxaP9x0roKDDaiL9Gf5k12Uz-04,2018-11-24T14:45:49Z,2018-11-24T14:55:20Z,2018-11-24T14:55:20Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,26,female,8,NA,Yes,"1, 2, 3, 4, 5",6,"2, 4, 8, 9",yes,"9, 11",4,4,2,"SPSS,STATA",Yes,Yes,1,NA,51,FALSE,2,6,"1, 2",1,2,6,"3, 5",2,"1, 5","1, 5",2,No,5,1,1,1,1,1
XwrCtVogL9O30EirSq-nXVjdKRmVhAZ7bMCTn-yjO4MJRzYLmvZ4y4bRanKRifmH,2018-11-24T15:23:10Z,2018-11-24T15:27:02Z,2018-11-24T15:29:15Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,Ludwig-Maximilians-Universität München,NA,Yes,1,3,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,15,5,5,4,R,Yes,No,1,NA,52,TRUE,1,1,6,6,NA,6,6,6,6,6,6,Yes,1,1,0,0,0,0
4Q2Z6jf6eQaRKGfX6kMgpsDXSQkDTyfV3wLZtj3XejjlpoqiGdgulLkHhwklKgv4,2018-11-24T17:05:28Z,2018-11-24T17:12:59Z,2018-11-24T17:12:59Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,6,21,male,Julius-Maximilians-Universität Würzburg,NA,Yes,"1, 3",6,"1, 3, 4, 6, 7, 8, 9",yes,"1, 11",5,5,3,"SPSS,Excel",Not Sure,Yes,1,NA,53,FALSE,6,6,6,6,6,6,6,6,6,6,6,No,2,1,0,1,0,0
Xi7aWTkfb0N5ICqDOebHy1i58sUrfQ56JZ57G2tHtz5UDbMPNXPjivzrqxsnabYI,2018-11-24T17:26:19Z,2018-11-24T17:33:54Z,2018-11-24T17:33:54Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,female,Julius-Maximilians-Universität Würzburg,NA,Yes,1,1,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,11,4,5,5,Excel,Not Sure,Yes,1,NA,54,FALSE,6,1,6,1,6,6,1,6,6,6,6,No,1,1,0,0,0,0
9JiatOSCl7HRz34DbFp-sH1vMVPwLCIg2_AG6b0SarySlvYE8divXgW69fDwqx6U,2018-11-24T18:31:46Z,2018-11-24T18:38:32Z,2018-11-24T18:38:32Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,28,male,9,NA,Yes,"1, 2, 3",2,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"1, 4",4,5,4,R,No,No,1,NA,55,FALSE,2,2,1,"1, 3",6,6,6,"1, 3",6,6,6,No,3,1,1,1,0,0
5AlAi22lLJnr-ay1wPT7wewIqqVAoOvwISdmyUaoU5A5-RrIKauC0jElL8hufoKc,2018-11-24T18:32:45Z,2018-11-27T11:29:53Z,2018-11-27T11:29:53Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,26,female,10,NA,Yes,3,6,"1, 3, 6, 7, 8",yes,11,4,5,3,R,No,No,1,NA,56,TRUE,6,3,3,6,6,6,6,6,6,NA,6,No,1,0,0,1,0,0
6Gcv0cK7ZZIolfuaqIKgU0csmPJsBwJU3I-QYAf4QswBTWCzOgg2SeBPi615pEpZ,2018-11-24T20:19:49Z,2018-11-24T20:27:50Z,2018-11-24T20:27:51Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,27,male,Universität zu Köln,Universität zu Köln,Yes,"1, 2, 3",3,"1, 2, 3, 4, 5, 6, 7, 8",yes,"6, 11, 14, 15",4,4,5,"SPSS,R",Yes,Yes,1,Sowohl im Expra als auch im Empra müssen ALLE Gruppen ihre Hypothesen und die geplante Datenauswertung präregistrieren. Im Master gibt es sogar eine eigene Veranstaltung zum Thema (ein einsemestriges Seminar).,57,FALSE,"1, 2, 3","1, 2",6,6,6,6,6,6,6,6,6,Yes,3,1,1,1,0,0
7hkPNw-fD17rIo4ub0s9-m7cU8jzXiHxS1q2bvb6EQXlHAYO19u_R1NCJuJm-8LK,2018-11-24T21:42:29Z,2018-11-24T21:44:49Z,2018-11-24T21:44:49Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,2,20,female,Julius-Maximilians-Universität Würzburg,NA,No,NA,NA,11,yes,11,3,4,4,Excel,Yes,No,1,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
4yBPVCd4PeW2nZpPJyBjzT2WZOLPg25L_UXXJ6CEDFX6Bs0itzTDLYC8oonuw_GB,2018-11-24T23:16:23Z,2018-11-24T23:23:24Z,2018-11-24T23:23:24Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,44,female,Universität zu Köln,NA,Yes,1,3,10,yes,"11, 14",5,5,3,SPSS,Yes,No,1,NA,59,FALSE,"1, 5",1,6,6,6,6,6,"1, 5",6,6,6,Yes,1,1,0,0,0,0
KKyo-bYy4wTxAl677cjzBtaToQEOLECK-8joSxMFbr1iV-4uB1X97U1EFXuL6Uyj,2018-11-25T10:28:30Z,2018-11-25T10:35:59Z,2018-11-25T10:35:59Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,Universität Leipzig,Universität Leipzig,Yes,"1, 2, 3, 4",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"4, 5, 9, 11",5,5,4,"R,SPSS",Yes,No,1,NA,60,FALSE,6,6,"1, 2","1, 2, 3, 4",6,6,2,4,6,6,6,Yes,4,1,1,1,1,0
fMZZLMg78QlPn2AWgwuMLEYT-wTrANw3Ig60AHjTdrJhw-2HMyeBEvhbxslPIk7v,2018-11-25T11:29:45Z,2018-11-25T11:33:26Z,2018-11-25T11:33:26Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Universität zu Köln,Universität zu Köln,Yes,1,2,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"9, 11, 12",4,5,4,"R,SPSS",Not Sure,No,1,NA,61,FALSE,1,1,6,6,6,6,6,6,6,6,6,Yes,1,1,0,0,0,0
H5P5lMvhMvnll3FKTLB3_ET1mthfyDxJcqsgov3wpHr04u0aKV1likx0QTsbu1a6,2018-11-25T12:09:05Z,2018-11-25T12:17:38Z,2018-11-25T12:17:38Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,6,23,female,Julius-Maximilians-Universität Würzburg,NA,Yes,"1, 3, 5",1,"1, 2, 3, 4, 5, 7, 8",yes,11,4,4,5,SPSS,No,Yes,1,NA,62,FALSE,"1, 3","1, 3",6,5,6,6,6,6,6,6,6,No,3,1,0,1,0,1
jFdJWv0rEL_Cv9etlYoe6556iCQ3t5w5nEf29X0370UWxaCIU3-36xrKxZOMzhAg,2018-11-25T12:34:51Z,2018-11-25T12:43:38Z,2018-11-25T12:43:38Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,20,female,Julius-Maximilians-Universität Würzburg,NA,No,NA,NA,"4, 7, 8",yes,"11, 14",3,4,1,"SPSS,Excel",Yes,Yes,1,"Da ich erst wirklich am Beginn des Studiums stehe und das Institut erst noch kennenlernen muss, ist es durchaus möglich, dass mein Wissen über bestimmte Initiativen etc. deutlich geringer ist, als in höheren Semestern.",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
fB3gmLoK91rWcHuXBtEYmlk-HE_VwDRxXUlrFU4crGGcLADDZh8-zxtWLksxxCJb,2018-11-25T14:35:34Z,2018-11-25T14:39:52Z,2018-11-25T14:39:52Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,8,31,female,Universität zu Köln,Universität zu Köln,Yes,"1, 2, 4",2,"2, 8, 11",no,NA,5,5,3,"SPSS,R",No,No,1,NA,64,FALSE,"2, 4",2,6,6,6,6,6,6,6,6,6,Yes,3,1,1,0,1,0
DjlGFHXo5B37Fg45zyqrhYysB0J6CCnKQJyKr27_CHs-AEVGVA3uRpbmKT1-0qZ7,2018-11-25T15:03:24Z,2018-11-25T16:02:12Z,2018-11-25T16:02:12Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Universität zu Köln,NA,Yes,1,"2, 3","1, 2, 3, 4, 5, 6, 8, 9",yes,"1, 6, 11, 14",2,4,5,SPSS,Yes,Not Sure,1,NA,65,FALSE,1,1,6,2,6,6,6,6,6,6,6,Yes,1,1,0,0,0,0
-WhS3KyLSCt6rBGVl8_mdI8VtEH9XrwwkOtClayrzccCFg9ktmzSOptg8h1UainJ,2018-11-25T19:22:04Z,2018-11-25T19:30:40Z,2018-11-25T19:30:40Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,25,male,Westfälische Wilhelms-Universität Münster,NA,Yes,"2, 5",2,"1, 2, 3, 4, 7, 8",yes,"5, 6, 11, 14",5,5,4,R,Yes,Not Sure,1,NA,66,FALSE,5,2,6,2,6,6,6,6,6,6,6,Yes,2,0,1,0,0,1
Mloxpy6CPlRbkZlHAISNIob3tjEj8a55uTW93TumAGH6A0KKb8XwAkVwWpMF_Bui,2018-11-25T20:20:54Z,2018-11-25T20:27:14Z,2018-11-25T20:27:14Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,34,male,Universität zu Köln,NA,Yes,1,2,"1, 2, 4, 5, 7, 8",yes,1,4,5,3,"SPSS,R",Not Sure,No,1,NA,67,FALSE,1,1,6,6,6,6,1,6,6,6,6,Yes,1,1,0,0,0,0
9qAdEMBG5DuzIxaDZq_VWgxHO2OLpLjKjtbjoitY6ucI4NXdt8odVz3MCWhhbQCw,2018-11-25T22:19:49Z,2018-11-25T22:25:58Z,2018-11-25T22:25:58Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,20,female,Universität Mannheim,NA,Yes,"1, 5",1,"1, 2, 3, 4, 5, 6, 7, 8",yes,"1, 9, 11, 12, 14",5,5,5,SPSS,No,Not Sure,1,NA,68,FALSE,"1, 5",1,1,6,6,6,6,6,6,6,6,No,2,1,0,0,0,1
Es8D1SDybk0uTSH-_ay3Zgx5B1RmVohsoFul_zxFZDjFt02qE0dVJuiwCNgGXgGJ,2018-11-25T22:27:41Z,2018-11-25T22:40:27Z,2018-11-25T22:40:27Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,male,Albert-Ludwigs-Universität Freiburg,Albert-Ludwigs-Universität Freiburg,Yes,"1, 2, 3, 4",1,"1, 2, 3, 4, 5, 6, 7, 8, 9",no,NA,5,5,4,SPSS,No,Not Sure,1,"Definition ""Präregistrierung"": Exposé mit festgelegten Hypothesen (Umfang 10 Seiten für Masterarbeit), das nicht veröffentlicht wird?

Im Master werden oft keine Basics mehr gelehrt (bestenfalls). Nicht vorhandene Lehre über Open Science im Master heißt also nicht, dass es nicht im Bachelor gemacht wird.

Flexible Datenanalyse sollte klargestellt werden als flexible Analyse, ohne dass vorher explorative Analysen explizit als Forschungsziel genannt wurden",69,TRUE,4,NA,6,"1, 3",6,6,3,6,6,6,6,No,4,1,1,1,1,0
y1Kw56H9tQjBRifCggodLn3JGNO-i5ZXSfiLki6EDRBCwKCV3cqf-LrPkSbvo8g1,2018-11-25T23:24:39Z,2018-11-25T23:30:06Z,2018-11-25T23:30:06Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,Universität Osnabrück,NA,Yes,1,6,2,no,NA,5,5,4,SPSS,Not Sure,Yes,1,NA,70,FALSE,1,6,6,1,6,6,6,6,6,6,6,No,1,1,0,0,0,0
P6cioGkoZ4wnbr0HVKSSOa1KAHt0Om7Meu9DLUYvckr1N1gpgPfGyM70lM89yprb,2018-11-26T10:05:04Z,2018-11-26T10:12:34Z,2018-11-26T10:12:34Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,23,no answer,Universität zu Köln,NA,Yes,1,"2, 3","3, 6, 8, 11",yes,"4, 11, 14",3,3,3,SPSS,No,No,1,"- m. E. geht es nicht nur darum, die aktuelle Forschungspraxis zu ""verbessern"", sondern grundlegend zu hinterfragen, z.B. dass kritischer Rationalismus einfach VORAUSGESETZT wird, ohne diesen zu hinterfragen.
Es fehlt absolut an exmanetnert Kritik!",71,FALSE,5,1,6,6,6,1,1,6,6,6,6,Yes,1,1,0,0,0,0
YPPxOpGkXLDyuz48I-u6ZWAEV1A1rYDJHKdF9qzR70zz5LmFmE4Tsfr-L9fWXxOn,2018-11-26T11:27:59Z,2018-11-26T11:35:23Z,2018-11-26T11:35:23Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,2,24,female,Julius-Maximilians-Universität Würzburg,Julius-Maximilians-Universität Würzburg,Yes,"1, 2, 3",6,"1, 3, 4, 5, 6, 8, 9",yes,11,3,5,4,"SPSS,R,Excel",No,Yes,1,NA,72,FALSE,6,6,6,6,6,6,6,6,6,6,6,No,3,1,1,1,0,0
11vpZL11T5-2BJIeEtKTPw055l849JuMDA2EITqUuAVIQKaROktyjp-H5t3U3H1D,2018-11-26T11:41:47Z,2018-11-26T12:18:19Z,2018-11-26T12:18:19Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Justus-Liebig-Universität Gießen,NA,Yes,"1, 3",6,"1, 2, 4, 5, 7, 8, 9",yes,14,5,5,2,"SPSS,Excel",No,Yes,1,"Ich habe von einem Workshop zum Thema Open Science gehört, dieser wurde allerdings nicht sehr gut beworben.",73,FALSE,6,6,6,6,6,6,6,6,6,6,6,No,2,1,0,1,0,0
SWGU2-5vF6SeB8QEe7DFLyMRElU0pvZD1nn5Hepl4gkCGQWrYiQQt20U89bXGAcO,2018-11-26T12:49:21Z,2018-11-26T12:53:49Z,2018-11-26T12:53:49Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,6,24,female,Universität Regensburg,Universität Regensburg,Yes,"1, 3, 4",6,"1, 3, 4, 7, 8",yes,12,2,3,1,SPSS,No,No,1,NA,74,FALSE,6,6,6,6,6,6,6,"3, 4",6,4,6,No,3,1,0,1,1,0
mTv-frj2_4HDp266bCLMTJBVG0z_vkjuLxUZWcgYcTFeOdYa36qsDCYnhDf6hkES,2018-11-26T12:52:31Z,2018-11-26T12:58:13Z,2018-11-26T12:58:13Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,28,female,Universität Regensburg,Universität Regensburg,Yes,"1, 3",6,"2, 4, 6, 7, 8",yes,12,3,4,2,"SPSS,Excel",No,No,1,NA,75,FALSE,3,6,6,6,6,6,6,6,6,6,6,No,2,1,0,1,0,0
7zEMy5e8OaHxnT2lPYeR8Yga2tIvy6QQUPO7lLVerO9404jEu99YGaHjck5RjYkQ,2018-11-26T12:52:31Z,2018-11-26T12:56:52Z,2018-11-26T12:56:52Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,female,Universität Regensburg,Universität Regensburg,Yes,"1, 3, 4",6,"1, 2, 4, 6, 7, 8, 9",yes,1,5,5,3,SPSS,No,No,1,NA,76,FALSE,6,6,6,6,6,6,6,"1, 3",6,6,6,No,3,1,0,1,1,0
mOFJrydT_g32mHHeqJANqB8CXX9jWKw5X6MHHn3FgCctflTPgV8QUvjFtGkjnFk0,2018-11-26T12:52:37Z,2018-11-26T12:59:27Z,2018-11-26T12:59:27Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Universität Regensburg,Universität Regensburg,Yes,"1, 3",2,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",yes,"4, 5, 11, 12",4,5,4,SPSS,Yes,No,1,NA,77,FALSE,6,1,6,6,6,6,6,6,6,6,6,No,2,1,0,1,0,0
KRujOaYKvlJINPZzW1LO21N-s4NxucWsjFS7bkQbPoTyaOUEXnJhiDMPyWVeLnrN,2018-11-26T12:52:45Z,2018-11-26T12:59:59Z,2018-11-26T12:59:59Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,24,female,Universität zu Köln,Universität zu Köln,Yes,"1, 2, 3, 4","2, 3","1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"2, 6, 9, 11, 14, 15",5,5,5,"SPSS,R",No,Yes,1,"Ich habe fast ein wenig Sorge, dass meine Antworten unter dem Stichwort ""(soziale) Erwünschtheit"" abgetan werden, deshalb finde ich es wichtig, nochmal zu betonen, dass ich es wirklich gut fand, dass sich an der Uni Köln intensiv mit der Krise der Psychologie befasst wurde - ich hatte im Master (fo) ein ganzes Seminar nur zu diesem Thema (und allen Facetten, publication bias, questionnable research practices, pre-registration, Bayes Statistik etc.) und in fast allen Vorlesungen kam es mindestens (!) einmal zur Sprache.",78,FALSE,"1, 2, 3, 4","2, 3, 4, 5",6,6,6,6,6,6,6,6,6,Yes,4,1,1,1,1,0
wheEPlU2pPvWvAsHtvXsbc4kjv89bVhvjk0DCpv0d2R_ievif2IRwF_8VSbQ2PqQ,2018-11-26T12:54:03Z,2018-11-26T13:04:10Z,2018-11-26T13:04:10Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Universität Regensburg,NA,Yes,"1, 3",6,"1, 2, 4, 5, 6, 7, 8",yes,11,3,5,4,SPSS,Yes,Not Sure,1,NA,79,FALSE,6,6,6,"1, 3",6,6,"1, 3",6,6,6,6,No,2,1,0,1,0,0
uVIrFskzog6Ocj1YKv7rbISduBLlDex67DmYipBmwYic0j6caKgjZx-5t__7CbHS,2018-11-26T12:54:05Z,2018-11-26T13:01:05Z,2018-11-26T13:01:05Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,male,Universität Regensburg,NA,Yes,1,5,"2, 3, 5, 8, 9",yes,"1, 11, 12",3,5,4,SPSS,No,Yes,1,NA,80,FALSE,1,1,1,6,6,6,6,1,6,6,6,No,1,1,0,0,0,0
rQyejRqWCQx_H6A_A8eJKfZJc79Mri31sLzJNJNGtQV5WkGI9pFWJoyrz0TZkWTF,2018-11-26T12:54:13Z,2018-11-26T13:03:08Z,2018-11-26T13:03:08Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,Universität Regensburg,Universität Regensburg,Yes,"1, 3","1, 2","2, 3, 4, 5, 6, 7, 8",yes,"4, 5, 12",3,4,4,"SPSS,Excel",No,Not Sure,1,NA,81,FALSE,6,1,1,"1, 3",1,1,"1, 3","1, 3",1,1,6,No,2,1,0,1,0,0
M7XHiXmi2Gld5NgdMsZ3lLFr2OYnNZGNZ17_-Ha3Q5pBzRm8Ga3Isuxm8vMVkxS-,2018-11-26T12:54:57Z,2018-11-26T12:59:01Z,2018-11-26T12:59:01Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,female,Universität Regensburg,Universität Regensburg,Yes,"1, 3, 4",2,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,11,4,3,4,SPSS,No,No,1,NA,82,FALSE,1,6,1,1,6,6,"1, 3",1,6,6,6,No,3,1,0,1,1,0
_Eoj5RYDVS8-7HJoP6iu3whrrpoDU2pWBOo5VbPyDhCWgueWFTqkWJopq2nkrh4M,2018-11-26T12:56:01Z,2018-11-26T13:03:25Z,2018-11-26T13:03:25Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,female,Universität Regensburg,Universität Regensburg,Yes,"1, 2, 3, 4","1, 2","1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"5, 9, 11",4,5,4,"SPSS,Excel",Not Sure,No,1,NA,83,FALSE,6,2,6,"2, 3",6,6,6,6,6,6,6,No,4,1,1,1,1,0
6VRLIs9fNgLNf0IimjxbXyrjWCJs4lQ3-OSWfMx24KE-7JL_h_2WhICtuD_4wLXV,2018-11-26T12:56:21Z,2018-11-26T13:10:14Z,2018-11-26T13:10:14Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Universität Regensburg,NA,Yes,"1, 2",1,"2, 6, 7",yes,"1, 2, 4, 11",4,5,3,"SPSS,Excel",No,No,1,NA,84,FALSE,6,1,1,1,6,6,6,6,1,6,6,No,2,1,1,0,0,0
pFqT5rXbzlmcXcy_uMoPNPpymgOA6OY8uq97nSMBXHVOiRPjbmiHagEwiRBqrubI,2018-11-26T12:56:35Z,2018-11-26T16:04:06Z,2018-11-26T16:04:06Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Universität Regensburg,Universität Regensburg,Yes,"1, 2, 3",2,"1, 2, 3, 4, 5, 7, 8, 9",yes,"4, 11",4,5,3,"SPSS,Excel",No,No,1,NA,85,FALSE,6,2,3,6,6,3,"1, 3",3,1,6,6,No,3,1,1,1,0,0
I7kRtkJfWcC7rFaSwBR90aaGTyLV9bMKva20F5ppBjDpsyOk-NzHNkuGWrBrvEu8,2018-11-26T13:02:26Z,2018-11-26T13:10:23Z,2018-11-26T13:10:23Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,25,male,Universität Regensburg,Universität Regensburg,Yes,"1, 2, 3, 4, 5","1, 3","1, 3, 4, 5, 7, 9",yes,"11, 12",4,5,2,"R,SPSS",Not Sure,No,1,NA,86,FALSE,"4, 5","4, 5",6,6,6,6,6,6,6,6,6,No,5,1,1,1,1,1
3212u5QJ3f9UMzrGjw6vxYsjzAijpskVVjGxLgStseaTgqBJb3Ek6YISIY6Wihop,2018-11-26T13:02:56Z,2018-11-26T13:09:41Z,2018-11-26T13:09:41Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,female,Universität Regensburg,NA,Yes,"1, 2, 3","1, 2","1, 2, 3, 4, 9",yes,"3, 11, 15",4,5,4,"SPSS,R,Excel",Yes,Yes,1,NA,87,FALSE,"1, 2",1,"2, 5",6,6,6,6,"1, 2, 3, 5",6,6,6,No,3,1,1,1,0,0
MlAgZ8S24xQse3wkeUc8j5NWxaGFwmnqfgu93gMKmuSWR9PvMxp5sRv1ZR2l3DMa,2018-11-26T13:02:58Z,2018-11-26T13:09:15Z,2018-11-26T13:09:15Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,26,male,Universität Regensburg,NA,Yes,1,1,11,no,NA,4,5,1,SPSS,No,No,1,NA,88,FALSE,6,1,1,6,6,6,6,6,6,6,6,No,1,1,0,0,0,0
ePtalXiIo5CKoJ8jCYId7kP_z0uGXDdZv4lAzQj-oSLzs0ERP2cvRZwBMFelWnva,2018-11-26T13:10:40Z,2018-11-26T13:19:33Z,2018-11-26T13:19:33Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,25,female,Universität Regensburg,Universität Regensburg,Yes,"1, 2, 3, 5","1, 3","1, 2, 3, 4, 5, 6, 7, 8",yes,"11, 12",4,5,4,SPSS,Yes,No,1,NA,89,FALSE,1,1,6,6,6,6,6,6,6,6,6,No,4,1,1,1,0,1
s0HJ2vCackP3Y_vc4tf-1K6TW4Vrsp6uGJkESMWrL7YsKuqHMQfEX6jSz8_L7LRE,2018-11-26T13:13:49Z,2018-11-26T13:20:37Z,2018-11-26T13:20:37Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,23,female,Universität Regensburg,NA,Yes,"1, 3",6,"1, 6, 7",no,NA,3,5,2,"SPSS,Excel",No,No,1,NA,90,FALSE,6,6,1,1,1,6,6,1,6,6,6,No,2,1,0,1,0,0
7ad5aWA95Cdr23s0A9TRRTUuGh41dQdBV63eV58el--YxNLL4uST1xjPuv9nMS7w,2018-11-26T13:14:37Z,2018-11-26T13:20:43Z,2018-11-26T13:20:43Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,male,Universität Regensburg,NA,Yes,"1, 5",6,"1, 2, 3, 4, 6, 7, 8",yes,"1, 5, 11",5,5,3,SPSS,Yes,Yes,1,NA,91,FALSE,5,6,1,6,6,6,6,6,1,1,6,No,2,1,0,0,0,1
EMbYzgq8wivCOgmFVA5_Bfic13BOZ-QikMpDOXrU9nqfiT6uWMyE5kwP10t5HOH5,2018-11-26T13:15:07Z,2018-11-26T13:20:02Z,2018-11-26T13:20:02Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Universität Regensburg,Universität Regensburg,Yes,"1, 2, 3",6,"4, 5, 6, 7, 8",yes,"1, 4, 5, 11, 15",4,5,3,"SPSS,R",No,Yes,1,NA,92,FALSE,6,6,6,"1, 2, 3",6,6,6,6,6,6,6,No,3,1,1,1,0,0
