age,sex,semester,study_stage_mc,study_stage_open,uni_bachelor,uni_current,study_degree,study_degree_field,study_degree_year,study_degree_yesno,comments,exp_specific
24,male,1,Master,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3, 5"
22,female,7,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 3, 5"
21,female,5,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,"Bezogen auf den Wunsch im Positionspaper, dass Replikationsstudien als Bachelor-/Masterarbeiten angeboten werden sollten:
Das wird in Bonn gemacht, ich habe aber von vielen STudierenden, die eine Replikationsstudie gemacht haben gehört, dass sie damit sehr unzufrieden waren, weil sie das Gefühl hatten, das Ergebnis der ursprünglichen Studie bestätigen zu müssen und nicht widerlegen zu dürfen (Sorge vor negativer Auswirkung auf die Note der Abschlussarbeit). Das scheint mir dann keine gute Kommunikation oder eine falsche Verfolgung des richtigen Ansatzes.",1
20,female,5,Bachelor,NA,NA,Georg-August-Universität Göttingen,NA,NA,NA,NA,NA,1
22,male,3,Master,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3, 5"
20,female,1,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,NA
36,female,4,Master,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3, 5"
20,no answer,1,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,NA
22,male,1,Master,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3, 4, 5"
19,female,1,Bachelor,NA,NA,Georg-August-Universität Göttingen,NA,NA,NA,NA,NA,NA
22,male,7,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 3"
19,female,1,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,NA
22,female,1,Master,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3"
21,female,5,Bachelor,NA,NA,Georg-August-Universität Göttingen,NA,NA,NA,NA,NA,"1, 2"
18,female,1,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,NA
21,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,2
27,female,5,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2, 3, 4"
26,female,1,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2, 3, 5"
22,female,5,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,"Die Themen Replikationskrise etc. wurden zwar in der Vorlesung gut erklärt, von einer Anwendung im Expra/Abschlussarbeit aber keine Spur...die Daten werden erst erhoben, später überlegt man sich dann erst die genauen Hypothesen.","1, 3"
20,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
23,male,3,Master,NA,NA,NA,NA,NA,NA,NA,NA,"2, 3"
19,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
27,female,5,Master,NA,NA,NA,NA,NA,NA,NA,NA,"2, 3"
22,male,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,"Die Frage sollte viel mehr sein, was die Journals an Ihren Anforderungen bzw. Erwartungen ändern müssen/sollten, damit in erster Linie gar nicht der Druck entsteht, die Ergebnisse verfälschen zu müssen (...um in einem Journal zu erscheinen bzw. publiziert zu werden...).","1, 2"
21,female,1,Master,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"Die Open-Science Initiative scheint nur für Dozierende und Promovenden, nicht für Studierende zu sein.","1, 3"
27,female,7,Master,NA,NA,NA,NA,NA,NA,NA,NA,"2, 3, 4, 5"
18,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,female,9,Master,NA,NA,NA,NA,NA,NA,NA,War gut aufgebaut. Fragen waren alle eindeutig zu beantworten. Ist leider bei den wenigsten Fragebögen so.,"1, 2, 3"
25,female,3,Master,NA,Albert-Ludwigs-Universität Freiburg,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3"
20,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,female,1,Master,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,NA,"1, 3"
21,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,female,1,Master,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,NA,"1, 2, 3"
23,female,3,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2, 3"
29,male,3,Master,NA,NA,NA,NA,NA,NA,NA,NA,2
22,female,3,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2, 3, 4"
21,female,4,Bachelor,NA,NA,Universität Regensburg,NA,NA,NA,NA,NA,"1, 5"
22,female,7,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 3"
22,female,5,Bachelor,NA,NA,Georg-August-Universität Göttingen,NA,NA,NA,NA,NA,"1, 2"
23,female,1,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3, 5"
20,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,female,7,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3"
21,female,5,Bachelor,NA,NA,Universität Regensburg,NA,NA,NA,NA,NA,"1, 2"
22,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,2
27,male,3,Bachelor,NA,NA,Universität Regensburg,NA,NA,NA,NA,NA,"1, 3"
26,female,3,Master,NA,NA,NA,NA,NA,NA,NA,NA,"2, 3, 5"
22,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"2, 3, 5"
18,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,female,9,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3"
21,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
25,female,3,Master,NA,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,NA,NA,NA,NA,"Super Aktion, die ihr hier startet! :)","1, 2, 3"
18,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,female,1,Master,NA,NA,NA,NA,NA,NA,NA,NA,1
25,female,5,Master,NA,Universität Regensburg,Universität Regensburg,NA,NA,NA,NA,NA,"2, 3, 4"
23,female,1,Master,NA,Universität Regensburg,Universität Regensburg,NA,NA,NA,NA,NA,"1, 3, 5"
24,female,1,Master,NA,NA,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 3"
19,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 5"
26,male,NA,I don't study (any more),NA,NA,NA,M.Sc.,Other,1,1,NA,"2, 3, 4, 5"
21,male,5,Bachelor,NA,NA,Goethe-Universität Frankfurt,NA,NA,NA,NA,Danke für Ihr Engagement!,"1, 2, 5"
20,male,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2"
24,female,1,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3"
19,female,3,Bachelor,NA,NA,Universität Regensburg,NA,NA,NA,NA,NA,1
20,female,1,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,NA
20,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
24,female,NA,I don't study (any more),NA,NA,Georg-August-Universität Göttingen,M.Sc.,Psychology,1,1,NA,"1, 2, 3, 4"
22,female,1,Master,NA,Universität Regensburg,Ludwig-Maximilians-Universität München,NA,NA,NA,NA,NA,"1, 3"
19,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
23,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
21,female,3,Bachelor,NA,NA,Universität Regensburg,NA,NA,NA,NA,NA,1
19,male,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,2
24,female,1,Master,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,"Ich finde es wichtig, dass über das Thema Replikationskrise und Open Science berichtet und aufgeklärt wird. 
Ich bin mittlerweile sehr frustriert davon, dass man auch alt hergebrachten wissenschaftlichen Untersuchungsergebnissen eigentlich nicht trauen kann (siehe z.B.Stanford Prison Experiment). Auch habe ich in meiner Bachelorarbeit nur vermeintlich wissenschaftlich gearbeitet, was mir aber so vorgegeben wurde und mich sehr ärgert. Durch die Diskrepanz zwischen Theorie und Praxis habe ich mein Interesse an der Methodenlehre und der Forschung verloren.","1, 2, 3, 5"
21,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
26,male,4,Master,NA,NA,NA,NA,NA,NA,NA,NA,"3, 4, 5"
27,male,12,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,2
23,female,4,Master,NA,NA,NA,NA,NA,NA,NA,NA,"2, 4"
18,female,1,Bachelor,NA,NA,Otto-Friedrich-Universität Bamberg,NA,NA,NA,NA,NA,NA
29,female,5,Bachelor,NA,NA,Universität Osnabrück,NA,NA,NA,NA,NA,"1, 2"
18,male,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,male,1,Master,NA,Georg-August-Universität Göttingen,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3"
22,female,1,Master,NA,Westfälische Wilhelms-Universität Münster,Universität Osnabrück,NA,NA,NA,NA,NA,"1, 3"
20,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"2, 5"
19,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,female,1,Master,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3"
26,female,5,Master,NA,Universität Regensburg,Universität Regensburg,NA,NA,NA,NA,NA,"2, 4, 5"
22,female,3,Bachelor,NA,NA,Universität Hildesheim,NA,NA,NA,NA,NA,2
25,female,1,Other,Promotion,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3, 4"
21,female,1,Master,NA,Universität Hamburg,Universität Hamburg,NA,NA,NA,NA,NA,3
30,female,3,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3, 4"
21,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
22,male,2,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,NA
21,female,3,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,Fachschaft setzt sich dafür ein und informiert und plant Vorträge etc.,"1, 2, 5"
24,male,3,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2"
21,female,5,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,1
19,male,1,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,NA
20,female,3,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,5
21,female,3,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,"- In Sozialpsychologie VL erwähnt, welche Studien nicht replizierbar",NA
25,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
24,male,6,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2, 5"
32,male,3,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2, 5"
22,male,5,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2"
31,female,NA,I don't study (any more),NA,NA,NA,B.Sc.,Psychology,2,1,NA,"1, 3"
25,female,1,Master,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,"Ich habe das ""Glück"", gerade ein seminar zu belegen, wo all diese Punkte sehr kritisch beäugt werden. allerdings ist das nur eines von 4 Parallelseminaren, das heißt, dass die anderen 75 % meiner Kommilitonen darüber vermutlich eher schlecht informiert sind. Meiner Meinung nach müssten die Forschungspraktiken, und aktuellen Entwicklungen verpflichtend gelehrt werden, um die angehende Forschergerneration zu sensibilisieren sowie die Studenten im Hinblick auf das Lesen von Studien kritisch sein zu lassen. Am besten sollte die is 1. Semester bereits beginen.","1, 3, 5"
21,female,7,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,"Ich habe in Empra und Bachelorarbeit qualitativ geforscht, weshalb viele der Fragen nicht so ganz zutrafen. Ich habe von Kommilitoninnen erzählt bekommen, dass sie teils dazu aufgefordert wurden, unlautere Forschungspraktiken in ihren (quantitativen/statistischen) Abschlussarbeiten zu verwenden","1, 3, 5"
26,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
21,male,1,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,NA
27,male,3,Master,NA,Goethe-Universität Frankfurt,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 3"
20,female,1,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,NA
19,female,1,Master,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,NA
27,female,5,Bachelor,NA,NA,Universität Osnabrück,NA,NA,NA,NA,NA,"1, 3"
26,female,3,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,1
23,female,3,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2"
20,female,3,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2, 5"
25,male,4,Master,NA,Universität Hamburg,NA,NA,NA,NA,NA,NA,"1, 2, 3, 4"
24,female,7,Bachelor,NA,NA,Universität Hamburg,NA,NA,NA,NA,NA,"1, 3, 5"
20,male,3,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2"
24,female,3,Master,NA,Universität Osnabrück,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3"
26,male,9,Bachelor,NA,NA,Universität Hamburg,NA,NA,NA,NA,NA,1
27,male,1,Bachelor,NA,NA,Universität Osnabrück,NA,NA,NA,NA,NA,NA
38,male,4,Bachelor,NA,NA,Universität Hamburg,NA,NA,NA,NA,"Ich kenne nur den ersten Teil des Studiums. Da fand ich es eher problematisch, dass experimente ""nachgebaut"" werden. Von insgesamt ca 20 waren nur 2 selbsterdacht. Insgesamt waren von allen nur 1 wirklich signifikant...
Ich hab das bei mitstudierenden eher als frustrierend wahrgenommen. Also das etwas was bei ""den grossen"" funktioniert, man selber nicht hinbekommt. Evtl geht es bei soetwas los, dass man sich denkt das man ja ein wenig an den Ergebnissen drehen kann..","1, 2"
22,female,5,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,1
24,female,5,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 3"
24,male,1,Master,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3"
19,female,1,Bachelor,NA,NA,Universität Osnabrück,NA,NA,NA,NA,NA,NA
20,female,3,Bachelor,NA,NA,Universität Osnabrück,NA,NA,NA,NA,NA,1
24,female,1,Master,NA,Otto-Friedrich-Universität Bamberg,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3"
26,female,1,Master,NA,Universität Leipzig,Universität Leipzig,NA,NA,NA,NA,NA,"1, 3"
21,female,3,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,1
21,female,1,Master,NA,Universität Leipzig,Universität Leipzig,NA,NA,NA,NA,NA,"1, 2, 3, 5"
23,female,4,Bachelor,NA,NA,Universität Leipzig,NA,NA,NA,NA,"Ich würde mir mehr Workshops für Studierende wünschen, um nicht nur theoretisch über die Probleme informiert zu werden, sondern aktiv ""gute"" Skills zu erwerben. 
Dazu könnte auch gehören, mehr Möglichkeiten zum Programmierenlernen zu geben, damit man unabhängig von teurer Standardsoftware wird.",1
22,female,6,Bachelor,NA,NA,Universität Hamburg,NA,NA,NA,NA,NA,1
22,female,5,Bachelor,NA,NA,Universität Leipzig,NA,NA,NA,NA,NA,1
19,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,female,1,Master,NA,Universität Leipzig,Universität Leipzig,NA,NA,NA,NA,NA,"1, 2, 3"
28,female,5,Bachelor,NA,NA,Universität Hamburg,NA,NA,NA,NA,NA,"1, 3"
25,female,1,Master,NA,Universität Leipzig,Universität Leipzig,NA,NA,NA,NA,"Obwohl Open Science an unserer Universität durch einige Lehrende stark thematisiert wird, kommt viel der Information aus eigener Beschäftigung. In der Lehre sollte es noch viel aktiver eingebunden werden.","1, 3, 5"
20,female,3,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,2
19,female,1,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,NA
23,female,6,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,"1, 3"
25,female,NA,I don't study (any more),NA,NA,Johannes Gutenberg-Universität Mainz,M.Sc.,Psychology,1,1,NA,"1, 2, 3, 4, 5"
22,female,2,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,2
30,female,4,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,Meine Antwort zur Poweranalyse war versehentlich falsch - wir haben vor der Erhebung im Expra eine Poweranalyse gemacht,1
24,female,3,Master,NA,Julius-Maximilians-Universität Würzburg,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,"1, 2, 3, 4"
21,female,5,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,1
19,female,1,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,NA
19,female,1,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,NA
27,female,2,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,5
19,female,3,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,2
26,male,1,Master,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,"Alle Angaben bezogen sich auf die akutelle Universität. Da ich erst seit kurzem dort bin, wurden die meisten der abgefragten Bereiche dort noch nicht behandelt.",3
21,female,2,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,NA
28,female,1,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,NA
25,female,3,Master,NA,Johannes Gutenberg-Universität Mainz,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,"1, 2, 3, 5"
20,female,3,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,2
28,female,3,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,NA
20,female,3,Bachelor,NA,NA,Universität Leipzig,NA,NA,NA,NA,"Angaben zur Verwendung von Forschungsmethoden (Lehre 1/4, 2/4) bezogen auf Empiriepraktikum - meist selbst Ausführung der Experimente (SP-Größe durch Teilnehmer im Modul vorgegeben) oder vorgegebene Datensätze analysiert 
",1
19,female,1,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,NA
24,female,3,Master,NA,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,NA,NA,NA,NA,NA,"1, 3, 4"
21,male,3,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,1
32,female,2,Master,NA,Johannes Gutenberg-Universität Mainz,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,"1, 2, 3"
24,female,4,Master,NA,Johannes Gutenberg-Universität Mainz,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,"1, 2, 3, 4"
20,female,4,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,"1, 2"
19,female,2,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,NA
20,female,1,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,NA
20,male,2,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,NA
21,female,4,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,1
19,female,1,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,NA
18,female,1,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,NA
20,female,2,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,NA
22,female,3,Master,NA,Johannes Gutenberg-Universität Mainz,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,"1, 2, 3, 4, 5"
26,male,5,Master,NA,Johannes Gutenberg-Universität Mainz,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,"1, 3, 5"
24,female,3,Master,NA,Universität Leipzig,Universität Leipzig,NA,NA,NA,NA,NA,"1, 2, 3, 5"
23,female,1,Master,NA,Universität Bielefeld,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 2, 3"
22,female,3,Master,NA,NA,Universität Bielefeld,NA,NA,NA,NA,"Quellenangaben zu machen, in welchen Fächern oder welchem Studium ich von kritisch zu beurteilenden Forschungsvorgehen gehört habe, fällt mir schwer.
Manche Dinge (p-Wert abrunden) wurde vielleicht nicht erwähnt, weil es schon zu absurd erschien und nicht weil man den nicht kritisch gegenüber steht.","1, 2, 3"
23,female,1,Master,NA,NA,Ludwig-Maximilians-Universität München,NA,NA,NA,NA,"Ich studiere erst seit 3 Monaten an der neuen Universität. Es kann sein, dass noch mehr Input zu den gefragten Themen kommen wird/ das ich Initiativen oder zusätzliche Seminare noch nicht entdeckt habe.","1, 2, 3"
21,female,1,Master,NA,Universität Leipzig,Universität Leipzig,NA,NA,NA,NA,NA,"1, 2, 3"
21,female,5,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2"
26,female,6,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2, 3"
20,female,1,Bachelor,NA,NA,Georg-August-Universität Göttingen,NA,NA,NA,NA,NA,NA
22,male,5,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2"
21,female,5,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,"1, 2, 5"
20,male,5,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2"
21,female,1,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,NA
19,female,1,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,NA
22,male,5,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 5"
23,female,1,Master,NA,Albert-Ludwigs-Universität Freiburg,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 3"
51,female,2,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,NA
19,female,3,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,"In meiner ersten Seminarstunde überhaupt, hat mein Dozent uns zu Anfang erst einmal erklärt, dass von den Studien, die wir uns anschauen, wahrscheinlich sowieso nicht viel stimmt...das war dann zum Beginn des Studiums etwas ernüchternd. Trotzdem finde ich es aber wichtig, dass auf die Themen eingegangen wird, hätten wir nie darüber gesprochen, wäre das sicherlich die schlechtere Alternative.",NA
21,female,7,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 3, 5"
22,female,5,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,1
20,female,3,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,NA
26,male,1,Master,NA,Universität Mannheim,Universität Mannheim,NA,NA,NA,NA,NA,"1, 3"
20,female,3,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,NA
21,female,5,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,"Meine Erfahrungen in Veranstaltungen der Uni sind bezüglich Replikationskrise etc. sehr positiv. Es wird sehr stark darauf aufmerksam gemacht. In meiner Forschungsstelle als Hiwi hingegen (in einem Forschungsinstitut, extern der Uni) mache ich andere Erfahrungen, die dem gelernten wissenschaftlichen Vorgehen widersprechen. Hier wird ohne Hypothesen erhoben, exploratorisch tausende Maße untersucht, ohne diese dann auszuwerten. Diese Diskrepanz zwischen Gelerntem und Realität frustriert.","1, 5"
31,female,7,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,"1, 2, 3, 5"
22,male,5,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,"1, 2"
21,female,5,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,"1, 3, 5"
28,male,3,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,NA
53,male,3,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,NA
22,male,5,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,"1, 3"
23,male,5,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,"1, 3, 5"
23,female,6,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,1
30,female,5,Master,NA,Universität Mannheim,Universität Mannheim,NA,NA,NA,NA,NA,"1, 2, 3, 4, 5"
22,no answer,3,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,NA
21,female,6,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,1
22,male,1,Master,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 2, 3"
20,male,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,female,1,Master,NA,Albert-Ludwigs-Universität Freiburg,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,"Sehr wichtige Thematik, sollte früher im Studium in seiner Komplexität gelehrt werden. Es sollte an jeder Uni eine virtuell gut auffindbare Ethik Komission geben, die den aktuellen Stand dieser Thematiken auf ihrer Seite verlinkt. Und es sollte Kleingruppen geben, die der Komission den aktuellsten Stand der Thematik zuarbeitet, der dann mehrfach valide geprüft wird.","1, 3"
18,female,1,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,NA
